"puesto","empresa","nivel","area","fecha","detalle","fecha_scraping"
"SUB-DIRECTOR EDUCACIÓN MEDIA","Importante Empresa","Jefe","Educación - Recreación - Deportes","Hace 3 semanas "," Orientamos nuestra búsqueda a egresados en Formación Docente y/o Profesionales Universitarios con sólida experiencia en gestión de instituciones educativa ...",2018-12-11 14:30:22
"ACOMPAÑANTE DE REPARTO C/ LIBRETA PROFESIONAL CAMIÓN","Importante empresa","Peon","Producción","Hace 3 semanas ","Buscamos un acompañante de Reparto para Empresa del Rubro Alimentos con experiencia (excluyente) en manejo de camión (Categoría C o D), para realizar tarea ...",2018-12-11 14:30:22
"NEGOCIO PROPIO","GANE LO QUE MERECES","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas ","ESTAMOS BUSCANDO PERSONAS EMPRENDEDORAS QUE ESTÉN INSATISFECHAS CON SUS INGRESOS ACTUALES Y QUE QUIERAN DESARROLLAR UN NEGOCIO INDEPENDIENTE SIN HORARIOS F ...",2018-12-11 14:30:22
"CAJERO/A","ESTACION DE SERVICIO","Auxiliar","Ventas - Comercial","Hace 2 semanas ","CAJERO Para mini y pista Estación de Servicio Mayor de 30 años",2018-12-11 14:30:22
"VENDEDOR TELEMARKETER","ZONA CENTER","Auxiliar","Teleoperadores - Call Center","Hace 2 semanas ","Importante Empresa de Ventas, Selecciona Vendedores ambos sexos en el área de TELEMARKETING : Trabajamos con las empresas mas reconocidas en plaza . Los ca ...",2018-12-11 14:30:22
"SUB JEFE DE COCINA","FUNDACION JARDIN MATERNAL ASISTENCIAL DEL MEF","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 2 semanas ","- Trabajar en conjunto con el Jefe de Cocina de quien depende jerárquicamente. - Brindar apoyo en la tarea todos los integrantes del equipo en los momentos ...",2018-12-11 14:30:22
"NETWORKER DE REDES DE MERCADEO","ANDREA SOCA","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas ","EMPRESA INTERNACIONAL SOLICITA SOCIO CON CAPACIDAD DE LIDERAZGO, AMABLE Y CON ALTO SENTIDO DE RESPONSABILIDAD. INVERSIÓN MÍNIMA. NO ES EMPLEO RESPONSABLE Q ...",2018-12-11 14:30:22
"PEÓN DE COCINA","FUNDACION JARDIN MATERNAL ASISTENCIAL DEL MEF","Peon","Servicios - Oficios","Hace 2 semanas ","- Realizará tareas de limpieza, aseo de cocina y salón comedor. - Colaborar en tareas afines a la preparación básica de alimentos. Puntualidad, buena dispo ...",2018-12-11 14:30:22
"ADMINISTRATIVO DE OBRA","Ciemsa","Asistente","Administración - Secretariado","Hace 2 semanas "," Para su equipo de Construcción  Requisitos Estudiante de CCEE, Bachillerato técnico en Adm. o similar Manejo avanzado de Microsoft Office    Princip ...",2018-12-11 14:30:22
"DIRECTOR DE OBRA","Ciemsa","Jefe","Construcción - Arquitectura","Hace 2 semanas "," Certificación PMP   Principales tareas   Dirigir las obras a su cargo,  asegurando el cumplimiento de presupuesto, plazo, calidad y seguridad Relacio ...",2018-12-11 14:30:22
"SUSHIMAN","","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 2 semanas ","Reconocida empresa gastronómica, especializada en pescados y mariscos, selecciona SUSHIMAN con experiencia comprobable en puesto similar para local en Punt ...",2018-12-11 14:30:22
"OFICIAL HERRERO","Importante empresa","Técnico / Especialista","Servicios - Oficios","Hace 2 semanas ","Empres Industrial busca oficial o medio oficial herrero para trabajo a termino. La persona dará apoyo especifico en tareas de herrería y montaje programado ...",2018-12-11 14:30:22
"TÉCNICOAS Y MÉDIOCAS PARA TRATAMENTO ESTÉTICO","Empresa","Profesional","Salud","Hace 2 semanas "," DEPILIFE Logo   Selecciona:  TÉCNICAS Y MÉDICAS PARA TRATAMIENTO ESTÉTICO  -Estudiante o egresada de Cosmet ologÍa Médica, o simil ar. (Técnica)  ...",2018-12-11 14:30:22
"RECEPCIONISTA","Depilaif","Auxiliar","Administración - Secretariado","Hace 2 semanas "," Selecciona.  Recepcionista.  Requisitos:  Experiencia en ventas y caja .  Nociones de administración  Buena presencia. 24 a 32 años.  Disponibilidad ...",2018-12-11 14:30:22
"CHOFER PARA AUTOELEVADOR","Empresa","Peon","Servicios - Oficios","Hace 2 semanas "," Con experiencia excluyente y libreta y carné de salud al día.",2018-12-11 14:30:22
"AUXILIAR ADMINISTRATIVO PARA ESTUDIO CONTABLE","Importante empresa","Auxiliar","Finanzas - Contabilidad - Auditoria","Hace 2 semanas ","La persona que se contrate se encargará de registran en Memory Conty la documentación de distintos tipos de empresas. También deberá contabilizar pago de B ...",2018-12-11 14:30:22
"CHÓFER PARA CAMIÓN Y ATENCION AL PUBLICO","Importante empresa","Peon","Servicios - Oficios","Hace 2 semanas ","Manejo de camiones, atención al publico, y tareas varias  Manejo de camiones, atención al publico, y tareas varias",2018-12-11 14:30:22
"AYUDANTE DE CARNICERÍA - ZONA CASAVALLE","SUPERMERCADO BAMBÚ","Auxiliar","Servicios - Oficios","Hace 2 semanas ","Ayudante de carnicería para supermercado Buscamos una persona proactiva, con experiencia y buena presencia.",2018-12-11 14:30:22
"FIAMBRERA/ O - ZONA CASAVALLE","SUPERMERCADO BAMBÚ","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 2 semanas ","FIAMBRERA/O PARA SUPERMERCADO Buscamos una persona proactiva, con experiencia y buena presencia.",2018-12-11 14:30:22
"ADMINISTRATIVO","Empresa","Auxiliar","Administración - Secretariado","Hace 2 semanas "," Tareas a cumplir: -Facturación, cuentas corrientes. -Atención al cliente -Gestión telefónica cobranza. -Buen manejo de PC. Responsable, ordenado, bue ...",2018-12-11 14:30:22
"MOZO","Importante empresa","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 2 semanas ","todo lo referente al salon atencion al publico inerentes a su puesto",2018-12-11 14:30:22
"VENDEDOR/A UNIFORMES Y ROPA TRABAJO","GANDYTEX","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas ","vendedor/a amplia experiencia venta uniformes y ropa de trabajo solo se tomaran en cuenta curriculos  con reconocida  probada experiencia en ventas y atenc ...",2018-12-11 14:30:22
"ANALISTA DE SISTEMAS/DESARROLLO","PASSCARD","Analista","Tecnologías de la información","Hace 2 semanas ","DESCRIPCIÓN: Realizará Análisis de requerimientos funcionales, diseño y especificación en ambientes de testing. Desarrollo interno, trato y coordinación co ...",2018-12-11 14:30:22
"VENDEDOR CORPORATIVO","Empresa de Producots y Servicios","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas "," Seleccionamos para destacada empresa internacional, dedicada a la fabricación, importación y representación de productos y sistemas profesionales para la  ...",2018-12-11 14:30:22
"ASESORES COMERCIALES PARA CIUDAD DE LA COSTA","SECURITAS","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas ","  Nos abocamos a la búsqueda de personas con experiencia en la comercialización de SISTEMAS DE SEGURIDAD, proactivas, dinámicas y con solida orientación a ...",2018-12-11 14:30:22
"SUPERVISOR COMERCIAL REGIONAL OESTE","SECURITAS","Supervisor / Encargado","Ventas - Comercial","Hace 2 semanas "," Te invitamos a participar del proceso de selección para formar parte de nuestro equipo de más de 3.100 personas en todo el Uruguay. Nos abocamos a la búsq ...",2018-12-11 14:30:22
"ASESORES COMERCIALES PARA PAYSANDÚ","SECURITAS","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas ","  Nos abocamos a la búsqueda de personas con experiencia en la comercialización de SISTEMAS DE SEGURIDAD, proactivas, dinámicas y con solida orientación a ...",2018-12-11 14:30:22
"OPERADOR PARA CONTACT CENTER","PROSEGUR","Auxiliar","Teleoperadores - Call Center","Hace 2 semanas "," Requisitos:  Contar con ciclo básico completo, buen manejo de Excel, conocimientos técnicos en alarmas, disponibilidad horaria para trabajar de 15 a 23  ...",2018-12-11 14:30:22
"ASESORES COMERCIALES PARA COLONIA","SECURITAS","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas ","  Nos abocamos a la búsqueda de personas con experiencia en la comercialización de SISTEMAS DE SEGURIDAD, proactivas, dinámicas y con solida orientación a ...",2018-12-11 14:30:22
"ASESORES COMERCIALES PARA MALDONADO","SECURITAS","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas ","  Nos abocamos a la búsqueda de personas con experiencia en la comercialización de SISTEMAS DE SEGURIDAD, proactivas, dinámicas y con solida orientación a ...",2018-12-11 14:30:22
"LABORATORIO FARMACEUTICO SELECCIONA","LABORATORIO FARMACEUTICO","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas "," JEFE DE LOGÍSTICA (Referencia 1)  Orientamos la búsqueda hacia jóvenes con un nivel de estudios terciario en áreas vinculadas a la Logística, una experi ...",2018-12-11 14:30:22
"ADMINISTRATIVO ESTACIÓN DE SERVICIO LAGOMAR","Importante empresa","Auxiliar","Administración - Secretariado","Hace 2 semanas ","Nos orientamos a la búsqueda de personas responsables, confiables y proactivas,para tareas administrativas en estación de servicio ubicada en LAGOMAR. Se r ...",2018-12-11 14:30:22
"SELECCIONA PARA IMPORTANTE INSTITUCIÓN DE SALUD  TÉCNICO DE INFRAESTRUCTURA TECNICO","GENTE","Técnico / Especialista","Tecnologías de la información","Hace 2 semanas "," SELECCIONA PARA IMPORTANTE INSTITUCIÓN DE SALUD  TÉCNICO DE INFRAESTRUCTURA Se llama a aspirantes a proveer cargos de Técnico de Infraestructura para el ...",2018-12-11 14:30:22
"RUNER","Burlesque ","Auxiliar","Producción","Hace 2 semanas ","RUNER PARA RESTAURANT,ZONA POCITOS-BUCEO,HORARIO TARDE-NOCHE,FIJO-NO ZAFRAL,EDAD 20 A 25. RUNER PARA RESTAURANT,ZONA POCITOS-BUCEO,HORARIO TARDE-NOCHE,FIJO ...",2018-12-11 14:30:22
"ESTUDIANTES, VENTAS, REDES Y CONTROL DE STOCK","Importante Empresa","Auxiliar","Atención al cliente","Hace 2 semanas ","Atenderá al público en el Show Room personalmente, vía telefónica y por Internet a través de diferentes redes sociales y sitio web.  Se desempeñará en el á ...",2018-12-11 14:30:22
"ASESOR EN BIENESTAR","Monica Coli","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas ","PRIMER PLATAFORMA PARA EMPRENDEDORES.  Totalmente en español. Buscamos 5 personas para desarrollar SU PROPIO NEGOCIO EN INTERNET. Trabajando en REDES SOCIA ...",2018-12-11 14:30:22
"ADMINISTRATIVO ZLIBRA","","Auxiliar","Administración - Secretariado","Hace 2 semanas ","Imprescindible tener conocimientos del programa  de gestión ZLIBRA. Colaborará en la puesta a punto del programa e ingreso de documentos. ""No se tendrá en  ...",2018-12-11 14:30:22
"EJECUTIVO COMERCIAL","Empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas ","- Definido perfil comercial -Habilidades y experiencia ennegociacióndinámica proactiva,  -Ambos sexos,  -Se valora estudiosen marketing comunicación adm ...",2018-12-11 14:30:22
"EJECUTIVO COMERCIAL","Empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas "," EJECUTIVO/A COMERCIAL  Oportunidad para una persona apas ionada por las ventas - Definido perfil comercial -Habilidades y experiencia ennego ciaciónd ...",2018-12-11 14:30:22
"JEFE DE OBRA","Importante empresa Costructora","Jefe","Construcción - Arquitectura","Hace 2 semanas ","Ingeniero y/o arquitecto con experiencia no menor a 5 años en obras de gran porte. Se requiere conocimientos y experiencia en:  •	Gestión económica de proy ...",2018-12-11 14:30:22
"TÉCNICO EN REFRIGERACIÓN O AFINES","Importante Heladeria","Técnico / Especialista","Servicios - Oficios","Hace 2 semanas "," Con experiencia Mínima 1 años en mantenimiento preventivo y correctivo de sistemas de refrigeración de heladeras, vitrinas de helados y congeladores. Con  ...",2018-12-11 14:30:22
"PROFESOR","Importante  Colegio","Profesional","Educación - Recreación - Deportes","Hace 2 semanas "," Profesor",2018-12-11 14:30:22
"AUXILIAR ADMINISTRATIVO AUTOMOTORA","CONCESIONARIO DE AUTOMOVILES","Auxiliar","Administración - Secretariado","Hace 1 semana ","CAJA Y REGISTRACION Y FACTURACION PREPARACION Y PAGO A PROVEEDORES COTIZACIONES CONTROL DE LA DOCUMENTACION DE VEHICULOS GENERACIÓN PEDIDOS Experiencia: en ...",2018-12-11 14:30:22
"CHAPISTA OFICIAL","Apunto Aeropuerto","Técnico / Especialista","Servicios - Oficios","Hace 1 semana ","oficial chapista con experiencia probada para taller en zona del aeropuerto de carrasco de lunes a viernes las del puesto",2018-12-11 14:30:22
"MANAGER OF LEAD MANAGEMENT & QUALITY CHECK","Para PedidosYa","Jefe","Ventas - Comercial","Hace 1 semana ","¿Quieres el desafío? La posición implica definir e implementar la estrategia de desarrollo y optimización de los procesos de trabajo de Lead Research y Qu ...",2018-12-11 14:30:22
"DELIVERY CON MOTO PARA PUNTA DEL ESTE","Logistica21","Auxiliar","Cadetería - Cobranzas","Hace 1 semana ","Horario de 12 a 16 y de 20 a 24. Puesto fijo, trabajo para todo el año. Pago por semana. Se necesita Delivery con MOTO propia, en condiciones y documentos  ...",2018-12-11 14:30:22
"VENTAS","Asociado independiente","Ejecutivo Comercial","Ventas - Comercial","Hace 1 semana ","Emprendedor Ventas y Reclutamiento",2018-12-11 14:30:22
"VENDEDORA ","LA ESQUINA","Ejecutivo Comercial","Ventas - Comercial","Hace 1 semana ","Venta por mayor y menor al publico. venta al publico,armado de pedidos",2018-12-11 14:30:22
"MOZO CHIVITERÍA VESPERTINO CARRASCO","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 2 semanas ","Nos orientamos a la búsqueda de personas responsables, proactivas, con marcado perfil orientado al cliente y que vivan en la zona.  Para chivitería de esta ...",2018-12-11 14:30:22
"CADETE CON MOTO PROPIA","Gestion Post","Auxiliar","Cadetería - Cobranzas","Hace 2 semanas ","Se necesita cadete con moto propia con buen manejo de calles, experiencia en depósitos cobranzas y trámites. Persona dinámica y con buena presencia. Sea pu ...",2018-12-11 14:30:22
"GUARDIA DE SEGURIDAD CON LIBRETA DE MOTO","Importante empresa","Auxiliar","Seguridad - Vigilancia","Hace 2 semanas ","Guardia de seguridad en Barrio Privado Requisitos Excluyentes: Masculino de 20 a 60 años Libreta de Moto Disponibilidad Horaria para turnos Rotativos Loc ...",2018-12-11 14:30:22
"LIMPIEZA EN TIENDA","Importante empresa","Auxiliar","Servicios - Oficios","Hace 2 semanas ","Buscamos persona para tareas de limpieza en tienda comercial ubicada en barrio Goes.  Pisos, vereda, salón con mercadería frágil, baños, cocina, oficinas,  ...",2018-12-11 14:30:22
"TÉCNICO EN REFRIGERACIÓN E INSTALACIÓN DE AIRES ACONDICIONADOS","Matonte servicio técnico","Técnico / Especialista","Producción","Hace 2 semanas ","- Realizar visitas a clientes y diagnósticos según fallas encontradas - Instalación y mantenimiento de aires acondicionados  - Instalación y mantenimiento  ...",2018-12-11 14:30:22
"INGRESOS EXTRA PARA SUMAR A TU SUELDO ACTUAL","","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas ","Comienza tu propio NEGOCIO  independiente en la industria del bienestar. (No es empleo) Buscamos personas EMPRENDEDORAS con actitud y ganas, que quieran ge ...",2018-12-11 14:30:22
"VENDEDOR PARA DISTRIBUIDORA DE FRUTAS Y VERDURAS","Distribuidor de frutas y verduras","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas ","En una empresa consolidada en Mercado Modelo que apunta a comercios pequeños y medianos, tiene como funciones principales la generación de nuevos clientes  ...",2018-12-11 14:30:22
"AUXILIAR DE VENTAS CON EXPERIENCIA EXCLUYENTE","Ferreteria Ferreservi","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas ","Atención al cliente. Ventas telefónicas y en mostrador. Mantener actualizado mercado libre y  página web. Atención a clientes de distribución. Ingreso de p ...",2018-12-11 14:30:22
"AUXILIAR TÉCNICO ELECTROMECÁNICA","Ferreteria Ferreservi","Técnico / Especialista","Producción","Hace 2 semanas ","Estudiantes de carreras de Electromecánica o afines (UTU, COCAP o similar) Primer año aprobado. Experiencia previa no menor a 2 años en tareas afines al ma ...",2018-12-11 14:30:22
"BRUSHINISTA Y MANICURA","Centro Estético","Auxiliar","Servicios - Oficios","Hace 2 semanas ","Se encargará de realizar lavados, brushing y manos. Deberá cumplir correctamente con las funciones preestablecidas del cargo, manteniendo el orden y la lim ...",2018-12-11 14:30:22
"CHEFF","Cocina","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 2 semanas ","BUSCAMOS UNA PERSONA RESPONSABLE, ÁGIL, DETALLISTA, PUNTUAL, BUEN NIVEL CULTURAL, EXCELENTE PRESENCIA Y DICCIÓN. EXPERIENCIA EN MENÚ Y CATERING. A PARTE DE ...",2018-12-11 14:30:22
"MAQUINISTA PARA PRENDAS DE CUERO LANAR","Importante empresa","Oficial","Producción","Hace 2 semanas ","MAQUINISTA DE PRENDAS DE CUERO LANAR CON LANA (NAPALAN), CON EXPERIENCIA,  SOLICITA EMPRESA EXPORTADORA. CONFECCIONAR LAS PRENDAS YA CORTADAS Y PREPARADAS  ...",2018-12-11 14:30:22
"VENDEDOR","IMPORTANTE EMPRESA","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas "," Experiente. Atienda súper y otros. Que esté hoy activo, que desee mejorar su sueldo y con viáticos. Alimentos especiales. No presentarse sin tener conocim ...",2018-12-11 14:30:22
"ENCARGADO DE LABORATORIO DE CONTROL DE CALIDAD","IMPORTANTE LABORATORIO","Supervisor / Encargado","Producción","Hace 2 semanas "," Planta de Elaboración de Productos biológicos/ Biotecnológicos  Experiencia en la realización y  supervisión de ensayos biológicos fisicoquímicos y micr ...",2018-12-11 14:30:22
"REPONEDOR EXTERNO","Importante empresa","Auxiliar","Ventas - Comercial","Hace 1 semana ","Las personas irán a los comercios que el Supervisor determine en su ruta con el objetivo final de lograr una buena exhibición de los productos que el clien ...",2018-12-11 14:30:22
"INSTRUCTOR","AbySa Academia de Choferes","Peon","Servicios - Oficios","Hace 1 semana ","Estamos incorporando a nuestro equipo instructor de manejo preferentemente con experiencia.  (Medio horario) Es indispensable contar con muy buen trato, pa ...",2018-12-11 14:30:22
"AUXILIAR ADMINISTRATIVO CONTABLE","LABORATORIO FARMACEUTICO VETERINARIO","Asistente","Finanzas - Contabilidad - Auditoria","Hace 1 semana ","Asistente administrativo contable. Será responsable de: realizar el ingreso de comprobantes al sistema, preparar pago a proveedores, manejo de caja chica,  ...",2018-12-11 14:30:22
"CHOFER CON LIBRETA PROFESIONAL","Empresa de Transporte Profesional de Carga","Peon","Servicios - Oficios","Hace 1 semana ","Chofer con libreta profesional categoría C o D para manejar camiones con volcadora en Montevideo. Trabajo de lunes a sábados - 6 horas",2018-12-11 14:30:22
"EMBALADOR","Importante empresa","Auxiliar","Logística - Distribución","Hace 1 semana ","Se busca personal para deposito de embalador, Femenino. Edad mayor de 20 años. •	Puntualidad •	Activo •	Buena relación con sus pares Se busca personal para ...",2018-12-11 14:30:22
"OFICIAL TECNICO","AUREN","Técnico / Especialista","Comercio Exterior","Hace 1 semana ","Auren Capital Humano selecciona para reconocido despachante de aduana un Oficial Técnico.  La búsqueda se orienta a personas con formación en comercio ext ...",2018-12-11 14:30:22
"AUXILIAR ADMINISTRATIVO  ESTUDIANTE FAC. CIENCIAS ECONÓMICAS, EDA, UTU.","Ferreteria Ferreservi","Auxiliar","Administración - Secretariado","Hace 1 semana ","- Ingreso de facturas de compra. - Conciliación de cuentas bancarias. -Preparación de documentación para vendedores. -Seguimiento de cuentas corrientes y p ...",2018-12-11 14:30:22
"OPERARIO DE REPOSICIÓN Y DEPÓSITO","BRITT SHOP URUGUAY SA","Auxiliar","Ventas - Comercial","Hace 1 semana ","Empresa del rubro de Retail busca Operario de Reposición y Depósito:  - Manejo de camión con mercadería debe contar con licencia B, C o D.  - Reponer merc ...",2018-12-11 14:30:22
"ADMISTRATIVO","IMPRENTA","Auxiliar","Administración - Secretariado","Hace 1 semana ","Con conocimientos comprobables de contabilidad. Caja, facturación, administración en general. SE VALORARÁ EXPERIENCIA EN EL RUBRO GRÁFICO Administrativa/o  ...",2018-12-11 14:30:22
"ALQUILE O ADMINISTRE EL RESTAURANTE","El Diablo Tranquilo Resto & Bar","Supervisor / Encargado","Hotelería - Gastronomía - Turismo","Hace 1 semana ","Opere todas las áreas del restaurante El Diablo Tranquilo ubicado directamente en Playa Rivero en Punta del Diablo. Trabaje con la mejor infraestructura d ...",2018-12-11 14:30:22
"VIRTUAL ASSISTANT","Miapartamentos","Supervisor / Encargado","Administración - Secretariado","Hace 1 semana ","PART TIME Virtual Administrative Assistant Wanted. We are a fast-growing vacation rental company looking for motivated individuals. You will be able to wor ...",2018-12-11 14:30:22
"ASISTENTE EN TURISMO - INGLES EXCLUYENTE","Bodega Pizzorno","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 semana ","Aptitudes y actitudes para el cargo: Manejo de idiomas, capacidad de adaptación, lealtad a la empresa, polivalente, proactividad, capacidad de trabajo en e ...",2018-12-11 14:30:22
"AUXILIAR DE LIMPIEZA","Importante empresa","Auxiliar","Servicios - Oficios","Hace 1 semana ","Buscamos una persona dinámica, con vocación de servicio, discreta, con buena disposición y buena presencia, para encargarse de la limpieza general de nuest ...",2018-12-11 14:30:22
"PEON PRACTICO PARA ZAFRA EN PLANTA DE RESIDUOS SOLIDOS INDUSTRIALES(LEER LAS TAREAS A DESARROLLAR)","Planta Procesamiento Residuos Solidos","Peon","Producción","Hace 1 semana ","Para Sitio de Disposición Final de Residuos Sólidos Industriales pionero en Uruguay, seleccionamos: Peon Practico para Planta Descripción: El cargo asiste  ...",2018-12-11 14:30:22
"ADMINISTRATIVO CONTABLE","AUREN","Asistente","Finanzas - Contabilidad - Auditoria","Hace 1 semana ","Auren Capital Humano selecciona para reconocida empresa uruguaya del rubro alimenticio ubicada en Aguada Administrativo Contable.    Orientamos nuestra bú ...",2018-12-11 14:30:22
"JEFE ADMINISTRACIÓN","Importante empresa","Profesional","Finanzas - Contabilidad - Auditoria","Hace 1 semana ","Controles de caja, pago a proveedores, conciliaciones bancarias, declaraciones juradas a DGI, balances, flujo de fondos, etc. Todo lo concerniente a la ges ...",2018-12-11 14:30:22
"DISEÑADOR JR.","Importante Empresa","Analista","Arte - Diseño - Comunicación","Hace 1 semana ","Integrante del área de diseño en la empresa. Deberá realizar los diseños que se le soliciten, generar nuevos productos, diagramar campañas de publicidad, c ...",2018-12-11 14:30:22
"AUXILIAR DE VENTAS EN MOSTRADOR DE CONFITERIA","Confiteria","Auxiliar","Atención al cliente","Hace 1 semana ","Seleccionamos auxiliar de ventas para mostrador para una confitería. HORARIO LUNES A VIERNES 13 A 21 Y SÁBADOS 11:30 A 15:30 HS ZONA CORDON Buscamos pers ...",2018-12-11 14:30:22
"VENDEDOR POR FAN-PAGE","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 1 semana ","Buscamos jóvenes para incorporar a nuestro equipo de trabajo, que tengan buena presencia, sociables y con una excelente actitud. Al ingresar se capacitara ...",2018-12-11 14:30:22
"VETERINARIO","PET PLANET SRL-","Profesional","Agroindustria","Hace 1 semana ","debera atender la clinica y publico en general en una veterinaria de gran porte cargo de medico veterinario",2018-12-11 14:30:22
"OFICIAL REPOSTERO Y DECORADOR","Importante empresa","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 semana ","Se necesita repostero -Decorador con experiencia para realizar una suplencia Decoracion de postres",2018-12-11 14:30:22
"EDUCADORA","C.M.C. ""La Posada""","Técnico / Especialista","Educación - Recreación - Deportes","Hace 1 semana ","Educadora (mujer) de cotidiano para Centro de Medio Camino (convenio con INAU), adolescentes con trastornos de conducta. Se valorará experiencia y formació ...",2018-12-11 14:30:22
"DESARROLLADOR/PROGRAMADOR WEB","ACTotal","Analista","Tecnologías de la información","Hace 1 semana ","Buscamos personas con conocimientos en las tecnologías mencionadas a continuación con gran deseo de aprender y crecer junto a un excelente equipo de trabaj ...",2018-12-11 14:30:22
"GUARDIAS ARMADOS PARA PASO MOLINO","SECURITAS","Auxiliar","Seguridad - Vigilancia","Hace 1 semana "," Para servicios de primer nivel en las siguientes zonas:   Malvín - Prado - Cerro - Paso de la Arena - Paso Molino   Requisitos: Entre 25 y 59 años, bu ...",2018-12-11 14:30:22
"GUARDIAS ARMADOS PARA PASO DE LA ARENA","SECURITAS","Auxiliar","Seguridad - Vigilancia","Hace 1 semana "," Para servicios de primer nivel en las siguientes zonas:   Malvín - Prado - Cerro - Paso de la Arena - Paso Molino   Requisitos: Entre 25 y 59 años, bu ...",2018-12-11 14:30:22
"TÉCNICOS INSTACIÓN Y MANTENIMIENTO DE SISTEMAS DE SEGURIDAD","SECURITAS","Técnico / Especialista","Servicios - Oficios","Hace 1 semana "," Nos enfocamos en la búsqueda de Técnicos en Instalación y Mantenimiento de Sistemas de Seguridad para integrar nuestro equipo de trabajo.  Teniendo como  ...",2018-12-11 14:30:22
"GUARDIAS ARMADOS PARA CERRO","SECURITAS","Auxiliar","Seguridad - Vigilancia","Hace 1 semana "," Para servicios de primer nivel en las siguientes zonas:   Malvín - Prado - Cerro - Paso de la Arena - Paso Molino   Requisitos: Entre 25 y 59 años, bu ...",2018-12-11 14:30:22
"GUARDIAS ARMADOS. MALVIN","SECURITAS","Auxiliar","Seguridad - Vigilancia","Hace 1 semana "," Para servicios de primer nivel en las siguientes zonas:   Malvín - Prado - Cerro - Paso de la Arena - Paso Molino   Requisitos: Entre 25 y 59 años, bu ...",2018-12-11 14:30:22
"ENCARGADO DE MANTENIMIENTO EDILICIO","PROSEGUR","Supervisor / Encargado","Construcción - Arquitectura","Hace 1 semana "," Buscamos profesional con formación en Ingeniería Civil, Arquitectura, construcción o afines.  Experiencia de 2 años en tareas de mantenimiento edilicio,  ...",2018-12-11 14:30:22
"GUARDIAS ARMADOS PARA PRADO","SECURITAS","Auxiliar","Seguridad - Vigilancia","Hace 1 semana "," Para servicios de primer nivel en las siguientes zonas:   Malvín - Prado - Cerro - Paso de la Arena - Paso Molino   Requisitos: Entre 25 y 59 años, bu ...",2018-12-11 14:30:22
"OPERARIO PARA PLANTA DE BIOLÓGICOS","PLANTA DE BIOLOGICOS","Peon","Producción","Hace 1 semana ","  Preferentemente con conocimiento de microbiologia Industrial",2018-12-11 14:30:22
"OPERARIO PARA PACKING Y DEPÓSITO","IMPORTANTE LABORATORIO","Oficial","Servicios - Oficios","Hace 1 semana "," Zona de Pando  Requisitos: Preferentemente mayor de 30 años. Masculino (excluyente) Experiencia en Etiquetado, Estuchado y preparación de pedidos. D ...",2018-12-11 14:30:22
"ABOGADO","Estudio juridico","Profesional","Legal","Hace 1 semana "," Junior en el área laboral",2018-12-11 14:30:22
"SECRETARIA-ADMINISTRATIVA","FULL Human Consultores realiza la búsqueda para importante Empresa Rentadora de autos","Asistente","Administración - Secretariado","Hace 1 semana "," Se espera de la persona una actitud proactiva y de buena disposición hacia el trabajo, que contribuya en los procesos de mejora continua e imagen de la em ...",2018-12-11 14:30:22
"DIRECTOR DE OBRA","IMPORTANTE EMPRESA CONSTRUCTORA","Jefe","Construcción - Arquitectura","Hace 1 semana ","  Importante Empresa constructora busca:  Director de Obra: Arquitecto o Ing. Civil   Para obra en Nueva Palmira-Colonia.   Con experiencia como Dir ...",2018-12-11 14:30:22
"SUPERVISOR PARA PLANTA","Importante Empresa Metalurgica","Supervisor / Encargado","Producción","Hace 1 semana "," Requisitos: 4 años de experiencia en cargos similares.  Manejo de personal herrería y tornería.  Paquete Office y dibujo técnico  Se valoran conocimie ...",2018-12-11 14:30:22
